date,open,close,high,low,volume
2005-01-19,70.4900,34.9400,71.4600,69.7500,26853400
2005-01-18,69.8500,35.3300,70.7000,67.7500,35945000
2005-01-14,70.2500,35.1000,71.7200,69.1900,63240800
2005-01-13,73.7100,34.9000,74.4200,69.7300,113025600
2005-01-12,65.4500,32.7300,65.9000,63.3000,68560800
2005-01-11,68.2500,32.2800,69.1500,64.1400,93272400
2005-01-10,69.8300,34.4800,70.7000,67.8800,61618200
2005-01-07,65.0000,34.6200,69.6300,64.7500,79551800
2005-01-06,64.6700,32.2800,64.9100,63.3300,25198400
2005-01-05,64.4600,32.2500,65.2500,64.0500,24301200
2005-01-04,63.7900,31.9700,65.4700,62.9700,39171800
2005-01-03,64.7800,31.6500,65.1100,62.6000,24714000
2004-12-31,64.8900,32.2000,65.0000,64.0300,9949600
2004-12-30,64.8100,32.4000,65.0300,64.2200,12333600
2004-12-29,63.8100,32.2200,64.9800,63.5700,16055800
2004-12-28,63.3000,32.0900,64.2500,62.0500,21848400
2004-12-27,64.8000,31.5800,65.1500,62.8800,19981800
2004-12-23,63.7500,32.0100,64.2500,63.6000,8783200
2004-12-22,63.6600,31.8800,64.3600,63.4000,20208200
2004-12-21,63.5600,31.8400,63.7700,61.6000,38014800
2004-12-20,65.4700,31.3600,66.0000,61.7600,41718800
2004-12-17,66.8400,32.4900,67.0400,64.9000,27982000
2004-12-16,66.1500,33.3000,67.5000,66.0500,40218400
2004-12-15,65.2400,32.6300,65.4600,64.6600,14227200
2004-12-14,65.4000,32.6500,65.8800,65.0200,14847200
2004-12-13,65.6200,32.4600,65.9000,64.6000,14108600
2004-12-10,65.0300,32.5800,66.0500,64.7000,27706200
2004-12-09,62.8100,32.0000,64.4000,62.0700,26482200
2004-12-08,63.0800,31.6400,64.4300,62.0500,24710800
2004-12-07,65.9300,31.4400,66.7300,62.5600,37746400
2004-12-06,64.2500,32.8900,66.2400,62.9500,44568600
2004-12-03,64.5300,31.3400,65.0000,61.7500,44244600
2004-12-02,66.1300,32.6000,66.9000,64.6600,35265800
2004-12-01,67.7900,33.9000,67.9500,66.2700,28591200
2004-11-30,68.7900,33.5300,68.7900,67.0500,36732800
2004-11-29,68.9500,34.2200,69.5700,67.4100,61175600
2004-11-26,65.3500,32.2800,65.7600,64.3400,19648000
2004-11-24,61.6900,32.0300,65.2000,61.5500,49671000
2004-11-23,62.3000,30.6400,62.4500,61.0500,32551800
2004-11-22,61.8000,30.6700,64.0000,57.9000,91721800
2004-11-19,55.4900,27.5800,56.9100,54.5000,27331400
2004-11-18,54.3000,27.6900,55.4500,54.2900,16398200
2004-11-17,55.1900,27.4500,55.4500,54.2200,14205400
2004-11-16,55.1600,27.4700,55.2000,54.4800,10539400
2004-11-15,55.2000,27.6200,55.4600,54.3400,13430200
2004-11-12,55.0100,27.7500,55.6900,54.8400,14132200
2004-11-11,54.9500,27.6500,55.4300,54.2300,14546400
2004-11-10,53.9500,27.3800,55.3900,53.9100,18167000
2004-11-09,54.2300,27.0200,54.5500,53.3800,16991600
2004-11-08,54.2700,27.1900,55.4500,53.8600,18818600
2004-11-05,54.8600,27.3600,55.0000,52.0400,43037400
2004-11-04,55.0300,27.2300,55.5500,54.3700,33165200
2004-11-03,54.3700,27.6600,56.1100,53.9900,43006200
2004-11-02,52.4000,26.7500,54.0800,52.4000,26071000
2004-11-01,52.5000,26.2300,53.2600,52.0400,21501800
2004-10-29,51.8400,26.2000,53.2000,51.8000,28936400
2004-10-28,49.9800,26.0900,52.2200,49.5000,30866600
2004-10-27,48.5100,25.1500,50.6200,48.1700,42624800
2004-10-26,47.4500,23.9900,48.0500,46.9700,21227200
2004-10-25,47.2000,23.7700,47.8400,47.0700,14023000
2004-10-22,47.5400,23.7000,47.6700,47.0200,17252400
2004-10-21,47.4800,23.9700,48.1300,47.3600,25875200
2004-10-20,47.1800,23.7400,47.6000,46.6500,21611000
2004-10-19,48.1000,23.7100,48.3500,47.3100,28642600
2004-10-18,44.7000,23.8800,47.7500,44.7000,42884000
2004-10-15,44.8800,22.7500,45.6100,44.1900,36826000
2004-10-14,43.1900,22.4900,45.7500,42.5500,98872400
2004-10-13,38.8700,19.8800,39.7600,38.7400,41536000
2004-10-12,38.5000,19.1500,38.5800,37.6500,16435400
2004-10-11,38.8000,19.3000,39.0600,38.2000,11566800
2004-10-08,39.5600,19.5300,39.7700,38.8400,12829600
2004-10-07,40.5400,19.8100,40.9300,39.4600,15219600
2004-10-06,39.5000,20.3200,40.7600,39.4700,15939400
2004-10-05,38.5600,19.6800,39.6700,38.4000,14505800
2004-10-04,39.1800,19.4000,39.1800,38.7500,20503000
2004-10-01,39.1200,19.3300,39.1900,38.5800,16621600
2004-09-30,39.0000,19.3800,39.2700,38.4500,15179000
2004-09-29,37.9300,19.3400,38.8600,37.8200,9768200
2004-09-28,37.4600,19.0200,38.2900,37.4500,12613800
2004-09-27,36.9500,18.7600,37.9800,36.8300,14197000
2004-09-24,37.4500,18.6500,38.0000,37.1500,13196000
2004-09-23,37.0400,18.6400,37.5000,36.9300,14193000
2004-09-22,38.1000,18.4600,38.1400,36.8100,14346000
2004-09-21,37.7500,19.0000,38.8700,37.4600,13809000
2004-09-20,36.8800,18.8500,37.9800,36.8700,8750000
2004-09-17,36.5500,18.5700,37.3800,36.4000,17939600
2004-09-16,35.2000,18.1700,36.7600,35.0800,17925600
2004-09-15,35.3600,17.6000,35.4800,34.8000,8309600
2004-09-14,35.2400,17.7500,35.5500,34.7800,9100800
2004-09-13,35.8800,17.8000,36.0700,35.3200,10070600
2004-09-10,35.6600,17.9300,36.2300,35.4600,11714800
2004-09-09,36.1000,17.8500,36.3000,35.2800,16476400
2004-09-08,35.7000,18.1700,36.5700,35.6800,12268800
2004-09-07,35.4000,17.8800,36.1900,35.2300,10784200
2004-09-03,35.0100,17.6100,35.9200,35.0100,10481000
2004-09-02,35.5000,17.8300,35.8100,34.8300,14511600
2004-09-01,34.3000,17.9300,35.9900,34.1900,18418800
2004-08-31,34.0700,17.2500,34.9500,34.0000,13448600
2004-08-30,34.0000,17.0600,34.7200,33.9600,7790800
2004-08-27,34.6800,17.1700,34.7600,34.0000,13886200
2004-08-26,33.0400,17.3300,35.1800,32.7400,34137800
2004-08-25,31.8700,16.5200,33.1500,31.7300,18057800
2004-08-24,31.2600,15.9800,31.9500,31.1900,13362000
2004-08-23,30.8600,15.5400,31.2700,30.6000,9095000
2004-08-20,30.7100,15.4000,30.9900,30.4900,11313600
2004-08-19,31.5100,15.3500,31.8600,30.3600,13890000
2004-08-18,30.5100,15.8700,31.8500,30.4900,13023400
2004-08-17,30.5800,15.4400,31.1300,30.3500,11536400
2004-08-16,31.0000,15.3900,31.7200,30.6400,15559800
2004-08-13,30.6000,15.4200,31.2800,30.4000,11716000
2004-08-12,30.4500,15.1900,30.8500,30.2800,8078600
2004-08-11,31.1000,15.5100,31.1300,30.2600,11514000
2004-08-10,30.3900,15.7600,31.5400,30.3500,12537000
2004-08-09,29.8500,15.1500,30.4500,29.8100,10387400
2004-08-06,30.9000,14.8900,31.1000,29.7000,17581800
2004-08-05,31.8100,15.6900,32.3000,31.2500,8732200
2004-08-04,31.1900,15.9000,32.1200,31.1700,9874600
2004-08-03,31.4500,15.6500,31.7200,31.1500,7558200
2004-08-02,31.1800,15.7900,32.2000,31.1300,13039000
2004-07-30,32.6500,16.1700,33.0000,32.0000,8679400
2004-07-29,32.4700,16.3200,32.8200,32.1300,7934200
2004-07-28,32.3100,16.1400,32.4100,31.1600,10180400
2004-07-27,31.8000,16.2200,32.7500,31.5700,15178800
2004-07-26,30.8500,15.6300,31.4500,30.7800,14069000
2004-07-23,31.5300,15.3500,31.7500,30.4800,9770400
2004-07-22,31.2500,15.8400,31.7300,31.0600,11932800
2004-07-21,32.4200,15.8100,32.7100,31.3400,10759200
2004-07-20,31.9500,16.1000,32.2000,31.5500,11562400
2004-07-19,32.0100,15.9800,32.2200,31.6600,19041800
2004-07-16,32.8000,16.1000,32.9200,32.1200,17442200
2004-07-15,32.6600,16.4700,33.6300,32.1100,63133000
2004-07-14,28.8600,14.7900,29.9700,28.7400,29850000
2004-07-13,29.2500,14.6100,29.6000,29.0200,11292000
2004-07-12,30.0200,14.5700,30.0400,28.9300,18272200
2004-07-09,30.2700,15.0200,30.5000,30.0300,7459400
2004-07-08,30.1300,15.0700,30.6800,29.9500,8335000
2004-07-07,30.8500,15.1900,31.3600,30.1300,14214000
2004-07-06,31.2700,15.4800,31.4200,30.8000,12463600
2004-07-02,30.4800,15.5400,31.1800,29.7300,32524400
2004-07-01,32.1000,16.1500,32.4800,31.9000,12212200
2004-06-30,32.5600,16.2700,32.9700,31.8900,13323000
2004-06-29,32.0700,16.2500,32.9900,31.4100,21091200
2004-06-28,34.1800,16.2500,34.1900,32.2100,18610600
2004-06-25,33.0700,16.8500,33.7000,33.0000,11551000
2004-06-24,33.5100,16.5900,33.7000,32.9800,9018400
2004-06-23,33.0000,16.8500,33.8300,32.8900,13959600
2004-06-22,32.3000,16.5000,33.0900,32.2900,12875400
2004-06-21,33.1200,16.1700,33.5000,32.1200,13936200
2004-06-18,32.6600,16.4500,33.4100,32.4300,14509000
2004-06-17,32.5600,16.4100,33.1300,32.2100,19690000
2004-06-16,30.6600,16.3700,33.3200,30.5300,32487200
2004-06-15,30.5400,15.3500,31.1400,30.2600,15879800
2004-06-14,30.6500,15.0600,30.6800,29.5000,8713800
2004-06-10,30.2000,15.3700,30.9700,30.2000,9199200
2004-06-09,30.0900,15.1000,30.7100,30.0000,12471600
2004-06-08,29.9900,15.1800,30.4400,29.8300,14843600
2004-06-07,29.0400,14.9000,29.9800,28.8100,10567000
2004-06-04,28.5600,14.3900,29.2500,28.5100,14254000
2004-06-03,28.7200,14.2000,28.9900,28.2900,8961800
2004-06-02,28.0300,14.4600,29.1700,27.8000,11382600
2004-06-01,27.7900,14.0300,28.2000,27.6100,6504800
2004-05-28,28.0800,14.0300,28.2700,27.8000,5204200
2004-05-27,28.4600,14.0900,28.6000,27.8200,8427600
2004-05-26,28.3300,14.2600,28.7800,28.0000,11506000
2004-05-25,27.5000,14.2000,28.5100,27.2900,11427800
2004-05-24,27.2900,13.6700,27.9000,27.1100,8414400
2004-05-21,26.9000,13.5600,27.2000,26.7300,6424800
2004-05-20,26.6300,13.3500,27.0000,26.4700,7010600
2004-05-19,27.4000,13.2300,27.5000,26.4200,13414000
2004-05-18,26.9700,13.5300,27.2900,26.8000,7359400
2004-05-17,26.7000,13.3200,27.0600,26.3600,10730200
2004-05-14,27.2500,13.5300,27.3200,26.4500,9207200
2004-05-13,27.1000,13.6000,27.7200,26.9000,8209000
2004-05-12,26.7900,13.6500,27.3400,26.2400,8765000
2004-05-11,26.4000,13.5700,27.1900,26.4000,10899000
2004-05-10,26.2700,13.1400,26.6000,25.9400,8927800
2004-05-07,26.5500,13.3400,27.5700,26.5500,14965600
2004-05-06,26.4000,13.2900,26.7500,25.9000,9412800
2004-05-05,26.2000,13.3200,26.7500,25.9600,8503800
2004-05-04,25.9700,13.0700,26.5500,25.5000,9999400
2004-05-03,26.0000,13.0300,26.3300,25.7400,10629800
2004-04-30,26.7100,12.8900,26.9600,25.4900,16660800
2004-04-29,26.4500,13.3900,27.0000,25.9800,16456800
2004-04-28,26.8200,13.2300,27.0100,26.3400,8256000
2004-04-27,27.2400,13.4700,27.4400,26.6900,10138000
2004-04-26,27.5800,13.5600,27.6400,27.0000,8254600
2004-04-23,27.7000,13.8500,28.0000,27.0500,11279600
2004-04-22,27.5600,13.8900,28.1800,27.1100,12306600
2004-04-21,27.6000,13.8600,28.1200,27.3700,11638400
2004-04-20,28.2100,13.8600,28.4100,27.5600,12661400
2004-04-19,28.1200,14.1800,28.7500,27.8300,25441200
2004-04-16,29.1500,14.5900,29.3100,28.5000,14390400
2004-04-15,28.8200,14.6500,29.5800,28.1600,62908800
2004-04-14,26.7400,13.3200,27.0700,26.3100,22847600
2004-04-13,27.9800,13.4700,28.0300,26.8400,15585600
2004-04-12,27.5000,14.0200,28.1000,27.4900,8233600
2004-04-08,27.8800,13.7700,28.0000,27.2000,8604200
2004-04-07,27.6100,13.6500,27.7000,26.9200,9111400
2004-04-06,27.7100,13.9100,28.1500,27.4300,9214000
2004-04-05,27.4800,14.1600,28.3700,27.4400,13774000
2004-04-02,27.7500,13.7500,27.9300,27.2300,9802800
2004-04-01,26.8900,13.5600,27.2700,26.6200,11369000
2004-03-31,27.9200,13.5200,27.9800,26.9500,13956200
2004-03-30,27.7400,13.9600,27.9500,27.3400,12845600
2004-03-29,27.3700,13.9500,27.9900,27.2000,12526000
2004-03-26,27.0000,13.5200,27.3600,26.9100,14996200
2004-03-25,26.1400,13.4400,26.9100,25.8900,20230200
2004-03-24,25.2700,12.7500,25.7500,25.2700,15293400
2004-03-23,25.8800,12.6500,26.0000,25.2200,13768400
2004-03-22,25.3700,12.9300,26.1700,25.2500,14965400
2004-03-19,25.5600,12.9300,26.9400,25.5400,14592000
2004-03-18,25.9400,12.8400,26.0600,25.5900,11467200
2004-03-17,25.9600,13.1000,26.3800,25.7800,14694000
2004-03-16,26.5500,12.9100,26.6100,25.3900,21622600
2004-03-15,27.0300,13.2300,27.3500,26.2600,17204200
2004-03-12,27.3200,13.7800,27.7800,27.1700,11758000
2004-03-11,27.2700,13.5700,28.0400,27.0900,21280400
2004-03-10,27.0400,13.8400,28.1400,26.9400,35963000
2004-03-09,25.9000,13.5500,27.2300,25.7500,22084400
2004-03-08,26.6200,13.0000,26.7900,25.8000,18674000
2004-03-05,24.9500,13.3700,27.4900,24.9000,55021400
2004-03-04,23.9300,12.5800,25.2200,23.9100,23579400
2004-03-03,23.6000,11.9600,24.1900,23.6000,8040400
2004-03-02,24.0000,11.9000,24.1000,23.7700,9167400
2004-03-01,24.1000,12.0100,24.3000,23.8700,11488600
2004-02-27,22.9600,11.9600,24.0200,22.9500,16744200
2004-02-26,22.8800,11.5200,23.1800,22.8000,7086000
2004-02-25,22.2800,11.4000,22.9000,22.2100,9867000
2004-02-24,22.1400,11.1800,22.7400,22.0000,9252000
2004-02-23,22.3400,11.1000,22.4600,21.8900,6931400
2004-02-20,22.5000,11.2000,22.5100,22.2100,9914400
2004-02-19,23.3300,11.2300,23.6400,22.4100,11538600
2004-02-18,23.1800,11.6300,23.4400,23.0500,5058400
2004-02-17,23.1000,11.5800,23.4900,23.1000,6105600
2004-02-13,23.8500,11.5000,24.1000,22.8300,11285000
2004-02-12,23.6100,11.8600,23.9900,23.6000,6571000
2004-02-11,23.0900,11.9000,23.8700,23.0500,12448000
2004-02-10,22.6200,11.4900,23.1200,22.4400,9119400
2004-02-09,22.6200,11.3400,22.8600,22.5000,6723600
2004-02-06,22.4500,11.3500,22.8900,22.4000,6905000
2004-02-05,21.8200,11.2100,22.9100,21.8100,12601600
2004-02-04,22.0000,10.9000,22.0900,21.7000,10912600
2004-02-03,22.3000,11.1300,22.4000,22.0000,6457600
2004-02-02,22.4600,11.1600,22.8100,22.0800,10265400
2004-01-30,22.6500,11.2800,22.8700,22.4200,6617800
2004-01-29,22.6300,11.3400,22.8000,22.1900,7596400
2004-01-28,22.8400,11.2600,23.3800,22.4100,9835800
2004-01-27,23.0400,11.5300,23.2500,22.8000,10966800
2004-01-26,22.4600,11.5100,23.0600,22.4300,9688200
2004-01-23,22.4200,11.2800,22.7400,22.2500,8113200
2004-01-22,22.5600,11.0900,22.8300,22.1800,7321600
2004-01-21,22.7000,11.3100,22.9700,22.4300,8095000
2004-01-20,22.6700,11.3600,22.8000,22.2500,11283800
2004-01-16,22.8900,11.3600,23.0400,22.6100,13315000
2004-01-15,22.9100,11.4300,23.4000,22.5000,36364600
2004-01-14,24.4000,12.1000,24.5400,23.7800,22144400
2004-01-13,24.7000,12.0600,24.8400,23.8600,24250600
2004-01-12,23.2500,11.8600,24.0000,23.1000,17412400
2004-01-09,23.2300,11.5000,24.1300,22.7900,15266400
2004-01-08,22.8400,11.6800,23.7300,22.6500,16439400
2004-01-07,22.1000,11.3000,22.8300,21.9300,20959800
2004-01-06,22.2500,11.0500,22.4200,21.7100,18191000
2004-01-05,21.4200,11.0900,22.3900,21.4200,14107800
2004-01-02,21.5500,10.6400,21.7500,21.1800,5165800
2003-12-31,21.3500,10.6900,21.5300,21.1800,6230400
2003-12-30,21.1800,10.6400,21.5000,21.1500,7316200
2003-12-29,20.9100,10.5700,21.1600,20.8600,8337800
2003-12-26,20.3500,10.3900,20.9100,20.3400,3703400
2003-12-24,19.7200,10.2000,20.5900,19.6500,6338400
2003-12-23,19.9200,9.9000,19.9500,19.6000,11017800
2003-12-22,19.6500,9.9300,19.8900,19.2500,13466600
2003-12-19,20.1900,9.8500,20.4200,19.6200,16198600
2003-12-18,19.9000,10.0200,20.1800,19.9000,11818400
2003-12-17,20.0800,9.9400,20.1300,19.7900,9795000
2003-12-16,20.1900,10.0600,20.4900,20.0100,13355600
2003-12-15,21.4900,10.0900,21.4900,20.0700,13889600
2003-12-12,21.3200,10.4400,21.3200,20.7000,6881200
2003-12-11,20.2500,10.6000,21.3400,20.2100,6540600
2003-12-10,20.4500,10.1900,20.6100,19.9600,9690600
2003-12-09,21.1700,10.2300,21.2500,20.4000,4826600
2003-12-08,20.7800,10.5200,21.0800,20.4100,5294200
2003-12-05,20.9000,10.4300,21.1500,20.7300,6649200
2003-12-04,20.9400,10.5700,21.1700,20.7700,6355000
2003-12-03,21.5400,10.5200,21.8400,20.9600,6832000
2003-12-02,21.6000,10.7700,21.9000,21.4100,7332000
2003-12-01,21.0400,10.8500,21.8500,21.0000,12912000
2003-11-28,20.7800,10.4500,21.0700,20.5200,2717800
2003-11-26,20.8900,10.3600,21.1500,20.2500,8754600
2003-11-25,21.2300,10.3400,21.2500,20.6100,9594800
2003-11-24,20.5000,10.5700,21.2700,20.4500,13636600
2003-11-21,20.3400,10.1400,20.5800,19.8500,8637000
2003-11-20,20.1000,10.1900,21.0800,20.1000,8556800
2003-11-19,20.5600,10.2100,20.6500,20.2600,12306600
2003-11-18,21.2100,10.2000,21.3400,20.3500,9542600
2003-11-17,21.3500,10.5600,21.3700,20.9500,8152000
2003-11-14,22.4800,10.7300,22.6100,21.2800,8466000
2003-11-13,22.0700,11.2100,22.5600,21.9200,7599000
2003-11-12,21.4800,11.1600,22.7200,21.4800,10714400
2003-11-11,21.9000,10.7700,22.0200,21.4800,7681200
2003-11-10,22.4500,10.9500,22.6500,21.8400,8367000
2003-11-07,23.1900,11.2500,23.2400,22.4500,7505200
2003-11-06,22.9100,11.5600,23.1500,22.6500,14181200
2003-11-05,22.8200,11.5200,23.1300,22.4700,11516800
2003-11-04,23.0700,11.4500,23.1000,22.5900,8901200
2003-11-03,22.8300,11.5700,23.3000,22.7800,10815800
2003-10-31,23.3000,11.4400,23.3500,22.7800,7791200
2003-10-30,23.9900,11.5500,24.0000,22.8700,9305600
2003-10-29,23.5100,11.8500,23.9000,23.3400,9538600
2003-10-28,22.5600,11.8600,23.7700,22.4000,8989800
2003-10-27,22.7500,11.3000,22.8900,22.4900,5786200
2003-10-24,22.5600,11.3000,22.8500,22.2300,7852000
2003-10-23,22.7300,11.4900,23.1500,22.5900,5900400
2003-10-22,22.9400,11.3800,23.2000,22.6800,5771400
2003-10-21,23.3100,11.5900,23.4000,22.7500,6302200
2003-10-20,22.6000,11.6100,23.3400,22.3800,9969000
2003-10-17,23.3800,11.3800,23.4900,22.4300,12850400
2003-10-16,23.8000,11.6200,23.8400,22.4100,34845800
2003-10-15,24.8500,12.4100,25.0100,24.5800,21789400
2003-10-14,24.3200,12.2700,24.7400,24.1900,9836400
2003-10-13,23.7300,12.1800,24.4100,23.7200,9995200
2003-10-10,23.5000,11.8400,23.8100,23.3700,6244200
2003-10-09,23.3000,11.7300,23.6700,22.7900,12419600
2003-10-08,23.2500,11.5300,23.5400,22.7300,15309600
2003-10-07,22.0500,11.6100,23.4100,21.9100,14934800
2003-10-06,21.6700,11.1500,22.3300,21.5800,9583200
2003-10-03,20.9900,10.8500,21.8600,20.8800,10700000
2003-10-02,20.8000,10.2800,20.8000,20.2800,7287800
2003-10-01,20.7100,10.4000,21.1000,20.1900,8432600
2003-09-30,21.0900,10.3600,21.2200,20.4400,10193800
2003-09-29,21.4900,10.6500,21.6700,20.6500,13060800
2003-09-26,20.3000,10.3500,21.7000,20.1500,12401800
2003-09-25,21.3400,10.2200,21.3700,20.2500,20513600
2003-09-24,22.2100,10.6600,22.3100,21.0800,10760200
2003-09-23,22.0200,11.2200,22.4600,21.8800,4730400
2003-09-22,22.1800,11.0400,22.5000,21.9200,6422200
2003-09-19,22.8800,11.2900,23.0500,22.4300,7355600
2003-09-18,22.1000,11.4400,22.9900,21.9500,9032400
2003-09-17,22.3700,11.0600,22.3800,21.8500,10335600
2003-09-16,22.2100,11.1800,22.6900,22.2000,9607400
2003-09-15,22.8100,11.1000,22.9000,22.1200,8101600
2003-09-12,22.5100,11.5500,23.1400,22.3100,6428200
2003-09-11,22.2500,11.2800,22.7900,22.1000,7631600
2003-09-10,22.2500,11.0900,22.6100,22.1100,8031800
2003-09-09,22.5300,11.1900,22.6700,22.1200,6441800
2003-09-08,22.4800,11.3700,22.7900,22.4700,5973000
2003-09-05,22.7300,11.2500,23.1500,22.4100,8576200
2003-09-04,23.1600,11.4100,23.2500,22.7700,7135000
2003-09-03,22.8000,11.4800,23.3200,22.7600,9601000
2003-09-02,22.6600,11.4300,22.9000,22.4000,8647600
2003-08-29,22.2000,11.3100,22.8500,22.0500,9398400
2003-08-28,21.3300,11.1000,22.2200,21.3300,11415200
2003-08-27,20.9100,10.7400,21.4800,20.6600,8060800
2003-08-26,20.7500,10.5200,21.0700,20.3500,5891400
2003-08-25,20.7800,10.4300,20.9100,20.4900,4920800
2003-08-22,21.8100,10.4400,22.0000,20.6400,8938000
2003-08-21,21.0300,10.8400,21.7100,20.9500,9118800
2003-08-20,20.1800,10.5100,21.2700,20.1400,9757600
2003-08-19,20.3700,10.1600,20.4500,20.0000,4774600
2003-08-18,19.8600,10.1700,20.4100,19.7200,6884800
2003-08-15,20.0200,9.8500,20.0700,19.6600,4495200
2003-08-14,20.2100,9.9800,20.3300,19.9400,6885000
2003-08-13,19.8600,10.0900,20.3400,19.5800,10146400
2003-08-12,19.7600,9.8500,19.8000,19.4600,5872800
2003-08-11,19.8200,9.8300,19.9300,19.5100,4901000
2003-08-08,20.1100,9.8200,20.1300,19.6000,4916400
2003-08-07,19.7300,9.9700,20.0900,19.4200,6227800
2003-08-06,20.0600,9.8100,20.1700,19.5000,8766600
2003-08-05,21.3500,10.1900,21.4000,20.1000,8908600
2003-08-04,20.5300,10.6000,21.5000,20.2800,8218400
2003-08-01,21.0000,10.3600,21.2700,20.6400,5343000
2003-07-31,20.7400,10.5400,21.3500,20.5700,10766600
2003-07-30,20.7700,10.1400,20.9000,20.1700,6199800
2003-07-29,20.9900,10.3600,21.0800,20.5200,7040000
2003-07-28,21.5000,10.4900,21.5000,20.8600,6084200
2003-07-25,20.4100,10.7700,21.5700,20.4000,7738800
2003-07-24,21.0400,10.2600,21.5000,20.3800,8187000
2003-07-23,20.9500,10.4000,20.9600,20.4600,5108400
2003-07-22,20.8700,10.4000,20.9600,20.5000,7086600
2003-07-21,20.6900,10.3100,20.8000,20.3000,6564600
2003-07-18,20.9000,10.4300,21.1800,20.4000,10672800
2003-07-17,20.1900,10.4500,20.9500,20.1300,26829000
2003-07-16,19.9700,9.9400,20.0000,19.3800,8961800
2003-07-15,20.0200,9.8100,20.2400,19.4300,7380200
2003-07-14,20.0100,9.9500,20.4000,19.8700,6728800
2003-07-11,19.6600,9.9300,20.0000,19.5300,4887800
2003-07-10,19.8800,9.7900,19.9400,19.3700,6104800
2003-07-09,20.2100,9.9400,20.4500,19.8900,7630200
2003-07-08,19.5200,10.2000,20.5000,19.4900,9169200
2003-07-07,19.2700,9.9400,20.1800,19.1300,10224000
2003-07-03,19.0000,9.5600,19.5500,18.9800,4920400
2003-07-02,19.0300,9.6400,19.4000,19.0200,11617800
2003-07-01,18.8700,9.5500,19.1800,18.5100,6464000
2003-06-30,18.6800,9.5300,19.2100,18.5900,7934000
2003-06-27,19.3000,9.3600,19.3100,18.4800,13064000
2003-06-26,18.7000,9.6500,19.3200,18.7000,5775200
2003-06-25,18.8600,9.5500,19.4000,18.7100,11779000
2003-06-24,19.4700,9.3900,19.6700,18.7200,18370800
2003-06-23,19.3000,9.5300,19.6900,18.7500,10977200
2003-06-20,19.3500,9.6000,19.5800,18.9000,12733800
2003-06-19,19.3600,9.5700,19.6100,18.7700,13626000
2003-06-18,18.4500,9.5600,19.4800,18.3100,16249400
2003-06-17,18.4100,9.1000,18.5000,17.9900,6338000
2003-06-16,17.6000,9.1400,18.2700,17.4500,8518800
2003-06-13,17.7500,8.7100,17.9500,17.1300,6830200
2003-06-12,17.5500,8.8900,17.8800,17.4500,9021000
2003-06-11,17.1500,8.7300,17.5100,16.8100,8039800
2003-06-10,16.8900,8.5900,17.2900,16.7500,6308800
2003-06-09,16.9400,8.4000,17.0400,16.6300,9284000
2003-06-06,17.7400,8.5700,18.0400,17.1400,8621000
2003-06-05,17.4500,8.8200,17.7400,17.3300,7339200
2003-06-04,17.3000,8.8000,17.7900,17.1400,9685800
2003-06-03,17.4400,8.6500,17.6700,17.0200,12887800
2003-06-02,18.1000,8.7300,18.2900,17.2700,14949600
2003-05-30,18.1200,8.9800,18.1800,17.5300,13669600
2003-05-29,18.2900,9.0500,18.5000,17.9000,11920200
2003-05-28,18.5000,9.1400,18.6600,18.1500,12131400
2003-05-27,17.9600,9.4400,18.9000,17.9100,10361800
2003-05-23,18.2100,9.1600,18.4600,17.9600,7382800
2003-05-22,17.8900,9.1200,18.4000,17.7400,6373600
2003-05-21,17.7900,8.9300,18.0900,17.6700,10893200
2003-05-20,18.1000,8.9000,18.1600,17.6000,14865000
2003-05-19,18.5300,9.0500,18.6500,18.0600,15924600
2003-05-16,18.5900,9.4000,19.0100,18.2800,12201000
2003-05-15,18.6000,9.3600,18.8500,18.4700,10178400
2003-05-14,18.8300,9.2700,18.8400,18.4300,12696000
2003-05-13,18.4300,9.3400,18.9700,17.9500,15957000
2003-05-12,18.1500,9.2800,18.7400,18.1300,14977600
2003-05-09,18.3300,9.1500,18.4000,17.8800,21013800
2003-05-08,17.7000,9.0000,18.0700,17.2900,24562000
2003-05-07,17.3300,8.8200,18.2400,17.1100,37656400
2003-05-06,16.1200,8.7500,17.9000,16.1000,54089000
2003-05-05,14.7700,8.0500,16.8800,14.7500,55561000
2003-05-02,14.4600,7.2200,14.5900,14.3400,11470800
2003-05-01,14.2500,7.1800,14.3900,14.0000,12241400
2003-04-30,13.9300,7.1100,14.3500,13.8500,16363400
2003-04-29,13.9800,7.0300,14.1600,13.5800,16365600
2003-04-28,13.4800,6.9300,13.9600,13.4300,22742800
2003-04-25,13.4600,6.6800,13.5800,13.2300,7332800
2003-04-24,13.5200,6.7200,13.6100,13.0000,11611000
2003-04-23,13.5300,6.7900,13.6300,13.3600,7488600
2003-04-22,13.1800,6.7600,13.6200,13.0900,10734600
2003-04-21,13.1300,6.5700,13.1900,12.9800,5440000
2003-04-17,13.2000,6.5600,13.2500,12.7200,22009200
2003-04-16,12.9900,6.6200,13.6700,12.9200,36292000
2003-04-15,13.5900,6.7000,13.6000,13.3000,10856000
2003-04-14,13.7100,6.7900,13.7500,13.5000,17962800
2003-04-11,14.0500,6.6000,14.4400,12.9300,49739600
2003-04-10,14.2000,7.1800,14.3900,14.2000,3825000
2003-04-09,14.5200,7.0900,14.6200,14.1400,5240200
2003-04-08,14.5100,7.2200,14.6500,14.3600,4604800
2003-04-07,14.8500,7.2400,14.9500,14.4100,7030800
